,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66
NCI-H1568,0.9799063,-0.7008913,0.6740831,0.024828069,0.15868628,1.918785,-1.7812843,0.544134,1.1345127,0.86575985,-1.7983729,0.33292758,0.34927166,-0.2941243,0.42927846,0.362391,1.1386266,0.080678776,-1.6421682,-1.958572,0.45005628,0.5186406,-1.1170187,1.9635692,0.25129429,1.9998085,-1.0896326,-2.7610474,-0.42759132,-0.51758254,-0.3417877,0.5921366,0.22491898,-1.4133147,2.37663,0.084822014,0.33048624,0.08679092,-0.9844058,1.5122585,-3.267197,-0.4498384,1.1796947,-0.56578183,-0.13131817,-0.5337407,-0.40453222,2.3716812,2.473289,-1.2881262,-0.58070993,2.4520442,-1.2522049,-1.821871,-1.8710703,1.5476782,-1.7044729,1.4278263,1.8315322,0.51839733,0.45685107,-0.4338378,0.36773634,-0.8788903,-0.9994111,-0.7412987,0.1430299
HCC38,-0.00870703,-1.3223294,-0.3975198,2.0300698,-0.21232083,1.5925435,1.0681583,-1.5720948,1.0366044,-1.3963888,-0.43967292,0.6604278,1.2730829,-1.270761,-0.6574912,-1.4145103,1.1705811,0.12874609,-1.0621557,1.3661236,1.3613586,-1.573715,-0.37433395,1.4688023,0.8888882,-1.9065387,0.22375602,1.369322,3.1289954,-0.14883406,0.3737271,0.38776928,-0.43468767,0.6457882,-1.1235031,-1.328682,-0.98740274,1.3355461,-0.92987794,0.5849639,-0.5568653,0.24057999,2.064805,-0.31753585,0.070907384,-0.7446603,1.6803313,0.4914188,-0.020457022,3.039313,0.0026932731,1.1953033,0.86436796,1.2697502,0.22626257,-1.9881414,0.55765396,0.91390294,0.76436865,0.3699914,0.17693979,1.0066707,0.7267636,0.88407457,0.12548774,-0.42983496,-1.3111789
OVISE,0.12962745,-0.5961492,0.6835982,3.0097928,0.70169073,1.0037012,0.8418051,0.7219537,0.51935226,-0.5133555,0.15217546,0.793814,1.2071795,-1.1097037,1.0150703,-2.058511,-2.0707202,0.9725697,1.4573264,-0.12470113,-0.54165775,0.8040465,0.2690997,-1.0824131,-0.9269141,-2.1937928,-0.12986656,0.1907104,0.6783426,1.2266843,0.094236225,0.90043014,0.8138887,0.48720825,-0.42579344,0.5343555,-0.1781903,-0.956251,-0.60595506,-0.5517739,-2.8465126,0.057331298,1.9099709,-2.0756912,-1.8729308,0.24350625,0.27293968,0.37807995,-0.09215403,0.060456432,1.5307438,-0.9102729,-0.15866882,1.4537094,-0.45145127,1.0457214,-0.08421978,1.6591635,1.8548958,-1.0376134,0.0216708,1.2335112,0.038058527,0.38516644,-1.7877983,-1.184636,-0.7575663
Hs 939.T,-1.2536715,-0.21789226,-0.104286134,-0.69618696,-0.26257873,-1.2470318,-0.21699466,-0.67074144,-0.4981425,0.33214515,0.44508862,-0.09061441,0.16987948,0.87824017,-0.026488557,0.42770177,-0.24693005,1.0653454,-0.23667406,-0.49181297,-0.60577595,0.43139303,0.66325796,0.25669405,0.6417268,1.275835,0.27555326,-0.35903126,-0.565763,0.84592474,0.09994076,-1.1295271,-0.20152643,0.70250607,-0.5840209,-0.049727675,0.26729393,-0.7259092,0.5039288,-0.62955517,1.0536711,-0.32305738,-1.2557478,0.4337399,-0.52827775,0.798347,-0.39860448,-0.7628592,0.09118587,-0.045986533,-0.11186242,-0.85511374,0.096359745,0.40118578,0.44264475,0.81172365,0.35401025,-1.0046097,-0.5618887,0.122984275,-0.9981748,-0.67608386,-0.40976724,-0.8840318,0.5971651,-0.061408736,-0.10467974
EBC-1,-0.58717084,-0.67090833,1.8896074,1.4007623,0.92143244,1.1339321,-0.41566968,-0.5716592,1.014233,-1.054645,0.37288964,0.37922978,1.0621839,-0.98086727,1.1866031,-0.51981956,2.106198,-0.5678776,-0.09776367,-1.2462357,3.1502407,-1.8938804,-1.1117396,0.8626104,0.3590816,2.165239,-1.9222126,0.062196687,1.8530648,1.0992805,-0.21189442,-1.5609354,0.8754353,0.8804864,0.6177549,-2.0303798,0.82139623,2.3991222,-1.3708606,1.2169104,-1.6626363,-0.0036346428,0.17598346,0.19138552,0.8963603,-1.2637383,0.41841942,2.4820652,-0.75524324,-0.11772974,1.028816,0.751215,0.61099416,1.5822093,-1.2312317,-0.70361555,-1.5672808,-0.67968196,1.2576087,-0.48730835,-0.052942447,2.3802083,0.35087535,0.34465915,1.2596836,-0.763187,-1.8197236
PF-382,-1.0108532,0.7353999,-0.7880553,-0.95932424,-1.3133118,-1.0178713,-0.5351978,-0.51799834,-0.42780676,0.90922,0.28384504,0.066022545,0.66538864,0.4065823,0.11489431,-0.15341118,-0.011019084,1.0679358,-0.03359738,-0.50475043,-0.24111432,-0.42089564,-0.64152265,0.3317555,0.045884155,1.2612599,0.11750892,-0.6641357,-1.0559138,-0.28650063,0.3072447,-0.7090038,-0.34688082,0.6781786,-1.0285892,0.2501863,-0.09168492,-1.081175,0.47581372,-0.11990547,1.1862059,-0.6110071,-0.69916415,-0.20152536,-0.09136394,0.8302121,-0.55650246,-0.3531182,-0.29367766,0.184311,-0.08873065,-0.08327234,0.46230766,-0.9122577,-0.44168478,0.47646752,0.57436824,-0.5722179,-0.24229082,0.20921573,-0.09876882,-0.16350733,-0.87348497,-0.30964422,0.70403373,0.41254646,0.2630112
UM-RC-2,-1.1631804,0.6490409,-0.71556646,-0.8236703,-1.2978958,-0.86546564,-0.59047717,-0.5252148,-0.31479722,0.67883056,0.21034573,-0.38017434,0.5189072,0.42175367,0.18119048,-0.113922715,-0.056497693,1.0580608,0.32345065,-0.5725923,-0.12527534,-0.3452344,-0.34367767,0.5002153,-0.09414634,1.2048551,0.14648399,-0.56561947,-1.0298204,-0.028663486,0.17566651,-0.3024014,-0.29073805,0.7302006,-1.0961018,0.3453496,-0.19872037,-1.3592966,0.45418674,-0.0052508935,1.1073507,-0.3551679,-0.60080856,-0.22919396,-0.00011443207,0.58151937,-0.45549572,-0.2837397,-0.33490023,0.13938701,-0.16722676,0.36298686,0.14815193,-0.94854426,-0.41557702,0.595007,0.60437256,-0.45650882,-0.25397304,0.20811883,-0.017065642,-0.20585944,-0.48027208,-0.08108906,0.5031118,-0.15245496,0.22229667
CAL-51,0.33218542,-0.79903406,0.99948764,2.2343051,-0.30280018,2.5287447,0.960642,-0.36086887,1.0407755,-0.5975801,-1.0553422,1.1763843,-0.6789112,-0.76044184,0.9434459,-0.8450642,2.4633622,-0.06295819,-1.4312758,-0.037364446,2.8780718,-0.62703836,-2.3338032,0.5421399,0.32165316,0.39249867,-0.9018391,0.058468193,2.1514301,-0.73090863,-1.132833,0.5567203,-0.18464603,-0.36743724,0.6127021,-2.2362266,-1.1228409,1.503157,-0.3063349,1.1217358,-0.7196415,-0.045853406,1.3102734,0.063197166,-0.36194047,-1.8206935,0.9447185,2.9360087,-0.277614,-0.013768956,0.9464429,1.427219,0.39462653,0.11457179,-1.3431299,-1.5951641,-1.0522671,1.8494124,1.3583522,-0.56693417,1.7740217,1.7118312,2.1186502,1.7327898,0.5768731,-0.8599108,-1.7561275
COR-L47,-0.37021083,-0.75074875,-0.5210611,-0.61516666,-0.22283268,-1.3167652,0.04604368,-0.33782184,-0.20431355,1.2556978,-0.5634749,-0.6282931,0.5042733,1.067857,0.3252244,0.690618,-0.37451565,0.88739455,-1.0632224,-0.13686416,-0.99447364,0.34499988,0.4491418,0.09573607,0.8888181,1.3633709,0.9601966,-0.5058962,-0.14553891,1.0072978,0.29174858,-0.64229184,-0.18524233,0.03242192,-0.6702502,-0.27352825,-0.21285306,-0.98775494,0.1970388,-0.7414878,0.84309804,0.13633424,-0.64814335,-0.5733624,-0.27966493,0.8070531,-0.4646573,-1.1308862,0.38208106,-0.32023102,0.10445278,-0.6424755,0.036785066,-0.14789104,0.14007609,0.60179716,-0.01788672,-0.5171584,-0.111205,0.19519164,-0.16503397,-0.5972386,-0.21329632,-0.94173723,0.39731386,0.19628973,-0.18468817
RERF-LC-MS,1.4074938,0.27466196,-0.53552043,0.7762099,0.74579006,1.5179303,1.0678741,0.49593326,1.7413012,0.006013564,0.70391876,-0.7456388,0.08583378,0.27118802,-1.8710983,0.22515155,1.3649669,-0.4101397,0.5432906,0.6238908,-1.057884,-1.6065124,1.9284106,0.11442079,-0.56119585,-0.6552086,0.6542637,1.9655949,2.0441353,1.2116793,-0.24711719,1.3230863,0.19934528,-0.896841,1.7788817,0.6266357,0.18316858,2.046105,-0.27408427,-0.0607168,-0.81309265,0.71578443,1.4954121,-0.59159076,2.032819,-0.44770786,0.17957002,-0.4811017,0.7112662,2.0083072,-1.497514,1.4513254,-0.34962028,2.2539372,0.56875956,-2.4137769,0.08196318,1.1507642,0.23680848,-0.42221078,1.3491064,0.004624419,1.6547078,-2.3926222,0.1972061,0.6115476,0.99972785
G-361,-0.95804805,-2.2644863,0.6848888,0.9448599,2.195774,1.713587,1.626179,2.672766,1.2875093,-0.040409584,1.7571962,-0.0010652654,0.07439874,-0.7064994,0.083485335,0.3412207,0.8512567,0.05313503,-1.8719602,-1.3805797,0.88245547,-0.92449415,2.978982,-0.73689044,5.05455,1.3751593,-0.02289518,-2.117975,2.9830103,1.2563214,-0.19425726,2.0592086,0.9986197,-0.33092353,2.5678895,1.3093386,0.72032535,1.9756987,0.08478731,-0.8216476,-3.0099545,-0.43168202,0.79265153,0.32438016,-1.2998004,1.2416773,1.4000858,0.67953813,1.4048856,-0.37810075,2.5025833,-1.0524493,-0.4013357,2.316701,2.0464945,-0.47680295,-1.0828351,1.4567907,0.7460267,-0.28998914,-1.3551629,-0.13535742,0.86695987,-4.184916,-0.28035003,0.9744093,0.9181584
Hep-G2/C3A,-0.071572,1.718131,-1.1159528,0.99707025,-1.5205555,0.7163127,-1.4427416,-0.8410928,0.09340432,-1.7548753,0.74221635,1.2343631,-0.06932628,-1.0245086,-0.96334845,0.7614193,0.49002066,0.37591788,0.34524035,0.4865953,0.010288745,0.07512154,-0.13191873,0.84993905,-0.18356071,-1.1859154,-0.47716367,0.71490973,-0.013909014,-1.8581011,-0.23138797,0.6928998,0.6054597,-0.04688804,0.38740528,1.4950868,-0.17644271,-1.0215268,0.57812846,-1.2510533,-1.3931626,0.5354403,1.2977701,0.32206923,0.5026722,0.49366382,-2.6070826,0.5476341,-0.44489437,1.0190312,-0.1543997,0.6855782,-0.5296499,-1.3462234,1.0680321,-0.38122416,1.5075899,2.6748295,-0.7121563,1.4612055,-0.47648275,-1.5115879,-0.55213463,-0.71284544,0.056238547,0.0030310713,2.2356603
JHH-2,-2.4676635,0.53606284,2.8503277,0.56803346,-0.20032342,2.75241,-2.86677,2.8980122,3.8003256,1.2180092,1.6353617,-1.2110441,-0.67046463,0.5909415,-4.382354,3.1646583,3.3315291,-0.45444235,2.7971406,-1.4835626,-2.859647,-0.3832614,3.2592335,-2.0947385,-3.7174768,2.008666,0.6352295,3.5450528,-1.9326696,1.9838041,-1.0278571,-1.5684602,1.7590694,1.1006567,4.3638906,0.6842019,-1.1554027,0.67343986,0.8075767,2.1280556,-1.9694338,1.4579214,1.3174627,2.3925247,0.43608627,3.651272,0.056031868,2.1555693,-0.8276261,2.236906,-3.4539862,2.2351015,-1.7845533,4.0883584,-0.2839878,-1.2073133,-0.73225343,0.012609653,1.1237437,-1.3042195,-4.3441777,-1.252339,2.077542,-3.556491,-2.2711873,0.6685803,-1.148226
SK-MEL-5,0.66025525,-0.6266872,-0.12528582,0.6963742,-0.6004789,1.0266969,0.8248942,1.4260988,0.8551717,-0.8001673,-0.29916406,-0.33795923,-0.7861755,0.1525408,-0.1676337,1.8941913,1.1421415,0.46232808,-1.4103645,1.5175682,-2.0655148,0.89985615,1.5877539,1.2826588,2.2298064,-0.61687094,-0.3992623,0.62724495,1.597057,-0.20362292,0.9972189,1.2292178,1.1480062,-0.39951187,1.8232207,-0.4404085,0.2607282,-0.07039437,0.2789095,-0.6908344,-2.2200508,0.43218312,0.24899894,2.1039934,-1.5715414,0.38367867,-0.30430692,-1.3775074,2.2078996,-0.68348515,-0.20957574,0.4124393,1.2395759,0.9818753,2.5123441,1.2829503,0.6428022,0.6492199,0.10787907,1.941408,-0.43589833,-1.4157124,0.82580346,-1.3298335,-1.002594,1.8629751,0.7752216
Hs 706.T,3.5293038,1.1424752,1.4262882,0.39885563,0.11192776,-1.238311,1.183631,-0.30025384,-2.1982203,-2.7372372,3.6426058,-1.7153566,-3.5528326,0.44826594,-0.07089597,3.7531953,-1.598385,-2.804836,-0.5287279,0.6709498,-0.049014658,-0.2569227,-0.7151125,0.8721034,0.2482904,-2.7938087,0.7707683,-0.25186348,-3.0966368,-1.5454733,0.55907327,0.56973165,3.2840989,0.72534746,0.7935965,-0.2302931,2.3306623,1.9128565,0.30348253,-0.99456143,-0.30407894,2.2585063,-1.7291458,0.04341775,1.4845483,-3.68047,-3.5800092,-3.0181499,-1.8541958,-1.9062436,-1.125668,-1.210848,-0.9756545,-1.3564451,1.9837494,0.53724647,-0.388181,0.12242934,-1.7576562,1.871599,-0.40881994,0.29101503,-1.8385468,-0.30779797,0.5338524,2.7200198,4.206551
BICR 56,-0.3910848,1.2926818,-0.6522467,-0.9904912,-1.2987249,-1.5552456,-1.2164204,-1.1596969,-0.42780614,0.5676556,0.9992914,0.29231,-0.4201278,0.88064533,-0.41175807,-0.3953648,-0.16990502,0.91720915,1.339522,-1.0542537,-0.030829608,-0.7329459,0.16845861,0.87361854,-1.0325644,0.28488702,0.34220615,-0.10384686,-2.0790493,0.270556,-0.030390743,-0.38809717,-0.08849172,1.4304843,-0.7774375,0.10419953,-0.26097775,-0.3490836,0.20233722,0.49320987,1.7274581,-0.84237975,-1.5403991,0.26177227,0.6496089,-0.32674488,-0.4552193,0.072996914,-0.30517346,0.24776624,-1.1792637,-0.51400465,0.3328203,-0.48496214,-0.27404347,0.86793,0.7377062,-1.512342,-1.6679506,0.46705437,-0.29459926,-0.1450201,-1.2223787,0.22143377,0.8367881,-0.28585654,0.4354503
JHUEM-1,-0.85705066,0.69140923,0.016608283,-0.89559424,-0.9321668,-1.2788978,-0.17217344,-1.2984046,-1.0176171,1.0353606,0.3728746,-0.9351069,0.80435646,0.33595973,0.055012137,-0.08408013,-0.39155087,0.8855171,0.5716657,-0.74938965,-1.0385882,-0.55845994,-0.7806093,0.5065422,-0.2274943,1.3652747,-0.051418755,-1.2954684,-1.5915731,-1.1822867,0.46646482,-1.281842,-0.52529854,1.7300774,-0.9066869,1.0969236,0.1293826,-1.6125752,1.3009037,0.07589751,1.566822,-1.6322742,-0.8152772,0.16017848,-0.136469,0.7891659,-0.8441604,-0.09259492,-0.77576315,0.6381215,1.357091,-1.1323469,-0.2276411,-0.7540251,-0.63928586,1.3473018,1.3656619,-1.0440761,-0.30217478,0.11832066,-0.08661479,0.1693875,-0.3039087,-0.7576976,0.66828483,-0.46841645,-0.07747969
OE19,1.9913867,-2.6121569,-0.79217726,-0.28302383,0.7655734,1.7355859,-0.63748235,0.6654747,-0.5047451,0.75056684,-0.43993044,-0.42416608,2.4362016,0.81399715,-0.49336192,-0.4541315,-0.6600487,-0.6397526,-0.9700166,-0.5576513,-2.0934813,-1.1384894,-0.34869993,0.38625926,0.8373714,-0.69976884,1.2821431,-1.193272,-1.0666237,-1.1018748,0.80598074,0.96482563,0.5663024,0.46837252,0.24141036,-0.7128289,-2.304124,-1.4652252,-0.87230384,0.6018033,0.29202825,0.5100254,1.1408051,-1.2918961,0.03471828,0.6289597,1.325352,-0.5670408,1.118759,1.7261777,-1.3902456,1.6215099,-1.7719691,-0.35595286,0.99396306,0.23274557,-0.49359292,3.363759,0.9204503,-1.8906875,-1.4295286,0.13517118,0.27527598,0.64931196,-1.6141301,0.50526536,0.4696129
MUTZ-5,-0.7795645,0.8254168,-0.5287595,-0.9251775,-1.3048413,-1.1590787,-0.50079626,-0.50873804,-0.46602452,1.0200714,0.29723194,-0.24324131,0.7789211,0.45480716,0.052749507,-0.040113345,-0.026538052,1.0505536,0.03224379,-0.61617476,-0.30071276,-0.44880697,-0.53249,0.45631456,0.12478058,1.278306,0.17706397,-0.7208653,-1.0655371,-0.34589493,0.28396875,-0.658915,-0.3348376,0.66154844,-0.3289914,0.30632478,-0.08377945,-1.4239311,0.525744,-0.16794515,1.0852928,-0.48933533,-0.6839865,-0.33874542,-0.079451755,0.849471,-0.50741535,-0.36303532,-0.26070645,0.3741992,-0.07564499,0.08946341,0.21347101,-0.86009717,-0.38973096,0.56083053,0.58970726,-0.56072044,-0.33782142,0.15070985,-0.06467533,-0.15389164,-0.5591315,0.07819537,0.56169415,-0.19117053,0.43058854
AsPC-1,1.00414,0.585715,1.2861716,-0.08756396,0.49720156,-0.6820137,0.15722735,0.94514763,-0.77427065,0.24046907,-0.32425565,0.2857746,-1.1968534,-1.5047212,0.19551039,1.9974282,-1.0018911,-1.3336637,-0.070399575,-0.2744847,0.29779622,1.4749184,-0.4525213,-1.2377597,-0.08815102,-0.16598588,-0.90429205,-0.33313143,-1.3141438,-0.79111004,0.091017865,0.28253105,1.2584863,-2.0500984,0.6652366,0.032585725,0.8786934,0.7316179,-1.056572,0.11028451,-0.821154,0.507544,0.19358449,-0.31462598,1.4708728,-0.5678803,-1.7147549,0.98860353,-0.16239029,-2.122768,1.0021355,0.48775786,-1.1560508,-0.82232475,-0.34409595,-0.1395154,-1.0982052,0.14484063,0.38649794,0.7134122,0.8114623,-0.9135259,-1.0386066,-1.1600211,0.64519966,-0.024276802,1.1061751
SNU-1077,-0.5926807,0.82846475,-0.5848062,-0.9392071,-1.2851082,-1.0004184,-0.66059905,-0.5785073,-0.5652648,0.88385683,0.32462925,0.090086594,0.50798523,0.39482602,0.20131779,-0.09647937,-0.03784347,1.1122046,0.17335616,-0.7176676,-0.014253981,-0.37528363,-0.61034995,0.4176011,0.039292585,1.2395242,0.19127756,-0.7217369,-1.1432916,-0.08715586,0.30173627,-0.76341283,-0.31571248,0.9576036,-0.16250089,0.39067677,-0.09758154,-1.1948365,0.6067417,-0.10889825,1.2621279,-0.65270275,-0.733078,-0.18615001,0.02225174,0.90900874,-0.4069653,-0.31450185,-0.3108498,0.36844534,-0.04767858,-0.27995846,0.21266583,-0.97057265,-0.44119298,0.620137,0.6407296,-0.5798147,-0.36703783,0.11471306,-0.019126024,-0.17737173,-0.29622668,-0.16241607,0.6099758,-0.2527896,0.41704112
NCI-H2030,-1.6905338,2.4848144,-1.416223,-0.28523153,-1.725554,1.7975385,-0.7389715,0.57807755,1.70612,-0.76206136,-0.53577,1.5006741,-0.065580785,-1.4219826,-2.9738925,1.157795,2.0733807,0.65075207,0.90129894,-1.2672601,1.4583472,1.0337913,-0.13891871,0.83470047,-1.1464263,1.908263,-2.152845,1.8942293,-1.2677691,-3.4848073,1.5945494,0.12810722,-0.16766346,0.07386789,1.5008471,0.0027585477,0.52256954,-0.87355816,-0.65334696,-0.25052243,-2.4601202,-0.38912436,-0.078354836,1.962658,-0.13328941,2.8547146,-0.95555294,2.0604346,-0.70915025,0.5260108,-0.71374744,2.941973,0.13813236,-2.4584458,-0.2643909,0.20490456,0.68920875,2.3842378,1.623928,0.84958184,-1.2393154,-1.0725183,-0.5109842,-0.32423168,-0.973086,-1.6787426,-0.98145324
OUMS-23,0.89493656,-0.049707867,-0.81637454,0.8467791,0.28971013,0.8428105,0.3677583,1.072346,1.788563,1.4050661,-1.4704336,-0.022973478,0.091086924,0.26737517,0.3732464,-0.15550739,-0.25016472,0.3697067,-0.07615114,0.48206007,-0.7080631,0.33114332,-0.9031642,-1.0469328,-0.8657794,0.2173747,0.17407535,0.8859825,0.4314346,0.096097134,-0.6743763,0.9903983,0.16914964,-2.121372,0.08803549,-0.23139584,-0.6661129,-0.5818612,-0.2119731,-0.003020163,-0.94355404,1.095753,1.2791939,-1.6068687,0.92551,0.19183859,-0.13056126,0.4619941,0.27854973,-0.43545568,0.16271405,1.3805051,0.06635563,-0.9935564,-0.89687085,-0.24454471,-0.72449243,1.5183398,1.2336724,-0.80152446,1.9231327,-0.046023846,0.89993227,0.7217134,-0.48383653,-0.54384845,-0.71815735
SNU-761,-1.0995556,0.8678459,-0.42367443,-0.9998298,-1.3116322,-0.9838378,-0.6172682,-0.5637199,-0.49051332,0.8470806,0.2760199,-0.12643883,0.58731276,0.3826672,0.16837859,-0.13166729,-0.019464534,1.0878737,0.40264356,-0.6528056,-0.2159866,-0.42946213,-0.44042444,0.48809245,-0.14529927,1.3242056,0.09237082,-0.63698184,-1.1304508,-0.41913584,0.2797881,-0.42995214,-0.33823416,0.69371146,-0.50122607,0.49095473,-0.09352956,-1.2747043,0.60263526,-0.117403924,1.3445374,-0.4614538,-0.79564536,-0.32997674,-0.058269124,0.49651814,-0.6135732,-0.30492827,-0.33038682,0.36719054,-0.054644898,0.19806406,0.32777184,-0.9823639,-0.49196976,0.5552172,0.6322775,-0.6276227,-0.15596163,0.18432644,-0.02847423,-0.2217923,-0.36038622,-0.38596267,0.6480414,-0.5641831,0.46735403
JURL-MK1,-1.0195768,0.6383944,-0.72406846,-0.76500964,-1.2707565,-0.9560493,-0.52149177,-0.5327323,-0.3358179,0.52237976,0.15329844,-0.34635594,0.5754002,0.41170147,0.020183802,-0.08691558,-0.0038328487,1.0857795,0.41621643,-0.467394,-0.10803417,-0.430712,-0.08167109,0.4345185,-0.12981793,1.2075949,0.15676029,-0.52151555,-0.97199214,-0.21201283,0.3480168,-0.63065857,-0.2564534,0.61744905,-0.5209304,0.37196127,-0.0260076,-1.1104684,0.38017434,-0.073271155,0.854709,-0.39966947,-0.5224266,-0.35000622,-0.04888353,0.7701054,-0.48117143,-0.3507984,-0.33910534,0.1190364,-0.0076031536,0.008912221,0.49009424,-0.8855444,-0.43531784,0.48274425,0.52490515,-0.38367975,-0.4340477,0.21230173,-0.052107386,-0.22620478,-0.41790745,-0.17043968,0.8132018,-0.16397637,0.3075961
YD-10B,0.8742109,0.34398103,0.13207379,-0.65109056,0.43016708,0.99761754,0.70330656,0.30386138,-0.8243623,-1.9763402,-0.43975827,1.23221,-0.93155575,-1.9606326,-0.34649324,0.67781514,0.18516715,-1.6660321,-0.30804384,1.5649961,2.6162784,1.8233742,0.19375893,0.05314883,-0.20292428,-0.4202522,-1.7499119,0.9619092,0.4427509,-0.32219654,0.6399637,-0.070502624,0.54933906,-1.3382254,-0.32276538,-0.8599723,1.5639986,2.4144533,-1.6685597,-0.44106448,-1.0699754,0.48549443,-0.022423482,1.1662668,0.5140951,-1.5149062,-0.78408146,-0.11763571,-0.12458832,-2.1419647,0.0906846,1.3274442,0.030193249,0.23985653,0.6437694,-1.1685656,0.2957753,-0.42930046,0.097887024,1.5905054,-0.7745421,-0.95726675,-0.46337226,1.6587869,-0.35398248,-0.6162862,0.2692685
ES-2,0.87763476,-1.5162636,0.15867531,-0.99254674,2.2585695,0.92728674,1.4329746,2.6851695,1.0023236,-1.5680104,0.57925713,2.6652708,-1.245936,-2.9428046,-0.21567097,-0.2618314,-0.46048012,-2.6406898,0.71435386,0.37563166,3.7598367,1.9837935,1.6848334,-1.3290865,0.8930849,-2.1514604,-2.4071064,2.6227698,3.6087575,0.45631105,1.2757787,2.1444745,0.9795192,-0.7145728,-0.6995304,-1.9862921,0.36876065,4.380934,-2.7042167,-1.7334929,-0.8497467,-0.21045402,-1.3165174,1.161511,1.5582743,-2.4340749,1.5993806,1.8269686,-0.68246317,-3.087553,2.350306,-0.29094863,-0.3745163,1.6424662,1.6383147,-1.8829094,-0.14607763,-0.39627174,-1.2603443,-1.8118745,0.29436302,1.2766881,1.5701038,-1.3847711,2.704806,0.63740027,0.65607154
C32 [Human melanoma],-2.1727571,-0.19967474,-0.3284217,-0.54607534,-0.15704045,-2.6215901,-1.3275337,-1.2231466,1.5172162,1.7207868,0.32412827,-0.35511163,-0.4086753,1.4458694,-0.9694762,2.6719022,-0.1957382,1.3764417,-0.16031128,0.9165722,-1.6834048,-0.7522001,1.2851138,-0.98809725,2.9956107,1.0926414,0.3780077,1.7099129,0.41382045,0.8199146,-0.38806832,-0.064735636,-0.77099526,-0.5865967,-0.4627357,0.28560668,0.61262447,-1.1876245,0.8343839,-0.31709433,2.7937572,1.0026584,-1.6138507,0.43156675,2.231842,2.1428878,0.48805085,-1.9610255,0.19712791,1.1635127,1.7620373,-1.3561089,0.9549992,-0.5328052,0.18676396,0.3311942,0.106693335,-2.4280367,-0.12255183,0.72521114,1.9621195,-1.4787154,-1.0863069,-1.8192197,0.70414144,0.9472762,-2.3749363
NCI-H1650,-1.0608808,0.7506373,-0.557309,-0.83285517,-1.3397998,-1.014434,-0.47477156,-0.47443476,-0.60855204,0.45181638,0.24123369,-0.2103557,0.5287962,0.31275854,0.26759797,-0.10903324,-0.02563726,1.0647478,0.36359027,-0.74483466,-0.062106155,-0.28984314,-0.22622529,0.37427062,0.0378893,1.261472,0.17487149,-0.64043957,-1.0885782,-0.26218843,0.17917682,-0.7279932,-0.3931142,0.6097457,-0.29187405,0.4164231,-0.07235037,-1.2742114,0.49498194,-0.096797,1.2374748,-0.39176556,-0.6921037,-0.10994432,0.030064601,0.92531,-0.28281236,-0.299559,-0.34115082,0.3328385,0.097616374,0.0516807,0.14347778,-0.9641434,-0.40535572,0.53999865,0.6029395,-0.5222035,-0.43203837,0.100841634,-0.022390492,-0.2279981,-0.67159283,-0.07568318,0.38106358,-0.26935685,0.27870533
CCK-81,-0.47650218,-1.0700572,0.17797837,2.5829542,1.635042,2.2474136,2.2347078,2.0982213,1.4653306,0.33896363,-0.17712723,0.772742,-0.8095658,-0.7383256,1.0473711,-0.6061203,0.270293,0.115015656,-1.1253005,1.0378591,-1.5355768,0.89699805,0.7078834,-1.7526177,0.85490096,-1.8838422,0.2831846,0.82902527,2.3226311,0.31491116,-1.2574042,1.3882865,0.45581847,-0.9757711,1.3760808,0.52030206,-1.7810632,0.29093197,0.7346237,0.48760507,-2.4739177,-0.03206014,1.9771944,0.3236931,-3.2877235,1.4501499,2.7059727,1.3550056,0.68613124,0.5358509,1.411971,-0.5629212,1.0896378,1.7406764,0.19533244,0.0765571,-0.5098966,1.5495746,1.214042,-0.6423465,1.1573511,0.16125266,1.22062,-0.33589536,-2.0854743,0.18091345,-0.5399245
BICR 31,0.12390859,0.053074833,-0.52561873,-1.2816713,-0.7483758,-1.0670127,-3.8042831,-1.2109755,0.74796855,-0.9372575,-1.4477844,1.2575747,-0.17330849,1.6807092,-1.0172062,-0.5739441,0.66542065,1.1776456,2.418998,-1.7004688,0.34791368,-0.8661872,-0.8038299,1.6218429,-2.3122835,-1.4233601,0.45883912,0.6419502,-0.6974228,-1.0759693,1.835457,0.060106725,0.34797388,1.9321724,-0.041814536,-1.1604868,-1.5786109,-1.3132107,-1.372631,-0.27343154,0.51974916,0.107447416,-0.8161595,0.039653793,1.3199397,0.056879565,-0.16945739,1.8579444,-0.10598655,0.69170845,-1.6944499,0.5775037,-0.71043533,-1.0952497,-1.9396477,0.22154137,-1.2369937,-0.31759086,0.17676435,-1.2408649,-1.5970951,0.7422308,-1.0362315,1.0493416,-0.577216,-0.8412999,-2.5575204
